severity,type,component,line,rule,message,status,effort
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/OrchestratorRedisSupportIntegrationTest.java,46,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskOutcomeServiceTest.java,197,java:S8924,"Use a static import for ""doThrow"".",OPEN,5min
MINOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/service/DefaultLaunchAdapterServiceTest.java,47,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/forensic/ForensicExportServiceTest.java,76,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/integration/StoredProcHardeningIntegrationTest.java,125,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayOpenSchedulerTest.java,205,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/version/ResultVersionWriterTest.java,208,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/BizDateArithmeticTest.java,52,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/AlertmanagerSilenceBridge.java,55,java:S1075,Refactor your code to get this URI from a customizable parameter.,OPEN,20min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsoleQuotaPolicyMutationIntegrationTest.java,56,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,131,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayOpenSchedulerTest.java,123,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/http/HttpTaskExecutor.java,572,java:S1905,"Remove this unnecessary cast to ""long"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/OrchestratorGracefulShutdownTest.java,67,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/ChannelConfigMergeTest.java,77,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,127,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/service/DefaultLaunchAdapterServiceTest.java,74,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskOutcomeSummaryBuilderTest.java,150,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/CrossDayDependencyResolverTest.java,128,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/SftpDispatchChannelAdapterTest.java,30,java:S8924,"Use a static import for ""times"".",OPEN,5min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/ChannelConfigMergeTest.java,43,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/stage/GenerateStepTest.java,220,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/captcha/TencentCaptchaVerifierTest.java,99,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/config/RouteToPrimaryAspectTest.java,22,java:S8924,"Use a static import for ""when"".",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/observability/web/response/ObservabilityMapResponseJacksonTest.java,97,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,129,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,205,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/ChannelConfigMergeTest.java,47,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/lineage/OpenLineageEmitterTest.java,36,java:S8924,"Use a static import for ""mock"".",OPEN,5min
MINOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/resilience/DownstreamFallbackTest.java,236,java:S8924,"Use a static import for ""mock"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultLaunchServiceTest.java,156,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/excel/ConsoleSingleSheetExcelImportSupport.java,110,java:S1130,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskOutcomeServiceTest.java,212,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/ConsoleAiKnowledgeBaseTest.java,89,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/stage/StoreStepTest.java,86,java:S6068,"Remove this useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/jdbc/JdbcMappedImportSpec.java,304,java:S7158,"Use ""isEmpty()"" to check whether a ""StringBuilder"" is empty or not.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/JobLaunchToFinishLifecycleIntegrationTest.java,49,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/version/ResultVersionWriterTest.java,105,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/BizDateArithmeticTest.java,50,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-trigger/src/main/java/io/github/pinpols/batch/trigger/infrastructure/scheduler/TriggerReconciler.java,110,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/FixedWidthFormatParser.java,56,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,1h
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/stage/AckDispatchStepTest.java,62,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/stage/RegisterStepTest.java,86,java:S6068,"Remove this useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayOpenSchedulerTest.java,200,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/plugin/ExportKeysetRangeIntegrationTest.java,263,java:S1130,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/governance/DefaultAlertEventServiceEscalationTest.java,87,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/stage/ParseStepFixtureTest.java,98,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/version/ResultVersionWriterTest.java,156,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/sql/SqlTaskExecutor.java,500,java:S1125,Remove the unnecessary boolean literal.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultLaunchValidationServiceTest.java,183,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsoleAlertRoutingMutationIntegrationTest.java,61,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,295,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplayServiceTest.java,190,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleTenantConfigInitApplicationServiceTest.java,149,java:S5838,Use isZero() instead.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultPartitionLifecycleServiceTest.java,283,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultLaunchValidationServiceTest.java,126,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/observability/web/ConsoleQueryControllerTest.java,478,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultWorkerRegistryServiceTest.java,213,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/storage/EncryptingObjectStoreTest.java,180,java:S1130,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/support/web/ConsoleIdempotencyInterceptorTest.java,66,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/spike/Resilience4jSb4CompatSpike.java,53,java:S3577,"Rename class ""Resilience4jSb4CompatSpike"" to match the regular expression: '^((Test|IT)[a-zA-Z0-9_]+|[A-Z][a-zA-Z0-9_]*(Test|Tests|TestCase|IT|ITCase))$'",OPEN,5min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,289,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/service/CalendarBizDateResolverTest.java,38,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/archive/SuccessInstanceArchiveScheduler.java,54,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,40min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,210,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/OutcomeVsReclaimDeadlockIntegrationTest.java,81,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/stage/GenerateStepCheckpointTest.java,201,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/workflow/web/ConsoleWorkflowVersionsControllerTest.java,107,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleConfigApplicationServiceTest.java,187,java:S8924,"Use a static import for ""times"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/LaunchParamResolverTest.java,92,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/service/ConsoleTenantReadinessServiceTest.java,82,java:S8924,"Use a static import for ""doThrow"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/BizDateArithmeticTest.java,104,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/LineageEvidenceArchiveFallbackIntegrationTest.java,88,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/config/ReplicaLagMonitorTest.java,128,java:S8924,"Use a static import for ""never"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultWorkerRegistryServiceTest.java,187,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/config/ConsoleSecurityProperties.java,124,java:S2065,"Remove the ""transient"" modifier from this field.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/FileGovernanceIntegrationTest.java,240,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleLoginServiceTest.java,61,java:S8924,"Use a static import for ""when"".",OPEN,5min
MINOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/utils/ContentMaskingUtilsTest.java,31,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/DefaultWorkerSelectorTest.java,123,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultPartitionLifecycleServiceTest.java,111,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/ops/web/response/OpsMapResponseJacksonTest.java,133,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/ops/service/ConsoleClusterDiagnosticServiceTest.java,86,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/format/AbstractExportFormat.java,108,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,40min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/asset/AssetPartitionServiceTest.java,217,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/runtime/AtomicRuntimeStatusServiceTest.java,94,java:S8924,"Use a static import for ""mock"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/workflow/WorkflowParamResolverTest.java,131,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/atomic/StoredProcAtomicHandler.java,48,java:S6353,Use concise character class syntax '\\w' instead of '[A-Za-z0-9_]'.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/CrossDayDependencyResolverTest.java,87,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,438,java:S8924,"Use a static import for ""times"".",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsolePushJobNotificationMapperIntegrationTest.java,148,java:S1488,"Immediately return this expression instead of assigning it to the temporary variable ""id"".",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,195,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/sla/JobSlaScheduler.java,75,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/service/TencentSmsProviderTest.java,157,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/http/HttpTaskExecutor.java,436,java:S6201,Replace this instanceof check and cast with 'instanceof String string',OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskOutcomeSummaryBuilderTest.java,67,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/stage/GenerateStepTest.java,342,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/service/LaunchBatchDayService.java,480,java:S1488,"Immediately return this expression instead of assigning it to the temporary variable ""lateAcceptedRequest"".",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/BizDateArithmeticTest.java,118,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayOpenSchedulerTest.java,258,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/SchedulingDecisionLaunchIntegrationTest.java,66,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/asset/AssetFreshnessPolicyServiceTest.java,111,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/jdbc/JdbcMappedImportSpec.java,186,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/web/ConsoleAssetPartitionControllerTest.java,124,java:S8924,"Use a static import for ""never"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/version/ResultVersionWriterTest.java,168,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsoleFileChannelMutationIntegrationTest.java,70,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsolePipelineDefinitionMutationIntegrationTest.java,64,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/stage/ParseStepStreamingTest.java,90,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/http/HttpTaskExecutor.java,272,java:S6201,Replace this instanceof check and cast with 'instanceof Number number',OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/sensor/SensorSqlValidator.java,37,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/web/WorkerControllerTest.java,180,java:S8924,"Use a static import for ""never"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskOutcomeSummaryBuilderTest.java,151,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/sql/SqlTaskExecutor.java,413,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/web/TaskControllerTest.java,69,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,BUG,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/service/LaunchBatchDayService.java,592,java:S3599,Use another way to initialize this instance.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/forensic/ForensicExportServiceTest.java,146,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/web/response/NotificationMapResponseJacksonTest.java,185,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/stage/DeliverDispatchStepTest.java,125,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/DefaultResourceScheduler.java,357,java:S1905,"Remove this unnecessary cast to ""long"".",OPEN,5min
MINOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/OtelTraceContext.java,36,java:S2637,"This method's return value is marked ""@NullMarked at package level"" but null is returned.",OPEN,15min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/FixedWidthFormatParser.java,124,java:S6201,Replace this instanceof check and cast with 'instanceof Number number',OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/lineage/OpenLineageEmitterTest.java,102,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/DefaultWorkflowNodeDispatchServiceTest.java,283,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/DefaultApprovalWorkflowServiceTest.java,113,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/FileGovernanceIntegrationTest.java,242,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultLaunchServiceTest.java,454,java:S5838,Use isZero() instead.,OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/config/RouteToPrimaryAspectTest.java,56,java:S8924,"Use a static import for ""when"".",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/captcha/AliyunCaptchaVerifierTest.java,151,java:S1130,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",OPEN,5min
