severity,type,component,line,rule,message,status,effort
CRITICAL,VULNERABILITY,batch-console-api/src/main/java/io/github/pinpols/batch/console/config/ConsoleSecurityConfiguration.java,108,java:S4502,Make sure disabling Spring Security's CSRF protection is safe here.,OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleAlertRoutingResponse.java,56,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/WaitingPartitionDispatchScheduler.java,84,java:S3776,Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.,OPEN,17min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/plan/DefaultSchedulePlanBuilder.java,181,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleNotificationChannelResponse.java,46,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""instantValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleBatchWindowResponse.java,50,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/web/ConsoleApiExceptionHandler.java,291,java:S1452,Remove usage of generic wildcard type.,OPEN,20min
CRITICAL,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/internal/PlatformHttpClient.java,63,java:S1192,"Define a constant instead of duplicating this literal ""/internal/tasks/"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/JsonFormatParser.java,28,java:S3776,Refactor this method to reduce its Cognitive Complexity from 40 to the 15 allowed.,OPEN,30min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/quota/DatabaseQuotaRuntimeStateService.java,237,java:S3776,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,OPEN,12min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/task/InstanceManagementApplicationService.java,34,java:S1192,"Define a constant instead of duplicating this literal ""READY"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,411,java:S1192,Use already-defined constant 'COL_EXECUTION_MODE' instead of duplicating its value here.,OPEN,4min
CRITICAL,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/ExportKeysetRangePlanner.java,61,java:S1192,"Define a constant instead of duplicating this literal ""partitionKeysetRange"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/shell/ShellTaskExecutor.java,339,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
CRITICAL,CODE_SMELL,batch-worker/process/src/main/java/io/github/pinpols/batch/worker/processes/sql/SqlTransformComputeSpec.java,180,java:S3776,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,OPEN,7min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleBatchWindowResponse.java,41,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleAlertRoutingResponse.java,61,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""booleanValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/infrastructure/DefaultConsoleBatchWindowApplicationService.java,69,java:S1192,"Define a constant instead of duplicating this literal ""allow_cross_day"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleConfigSyncApplicationService.java,144,java:S1192,"Define a constant instead of duplicating this literal ""skippedItems"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/infrastructure/DefaultConsoleBatchWindowApplicationService.java,71,java:S1192,"Define a constant instead of duplicating this literal ""description"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/SubscriptionRuleWebhookDispatcher.java,202,java:S1192,"Define a constant instead of duplicating this literal ""tenant_id"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/task/InstanceManagementApplicationService.java,50,java:S1192,"Define a constant instead of duplicating this literal ""job instance not found"" 4 times.",OPEN,10min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/ops/ConsoleOpsQueryService.java,345,java:S1192,"Define a constant instead of duplicating this literal ""tenant_id"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/runtime/AtomicRuntimeStatusService.java,95,java:S1192,"Define a constant instead of duplicating this literal ""unknown"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/http/HttpTaskExecutor.java,456,java:S3776,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/file/FileGovernanceStorageMaintenance.java,161,java:S1192,"Define a constant instead of duplicating this literal ""ARCHIVED"" 5 times.",OPEN,12min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleJwtService.java,269,java:S1192,"Define a constant instead of duplicating this literal ""error.console_jwt.invalid"" 4 times.",OPEN,10min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleNotificationDeliveryLogResponse.java,45,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""value"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/RegisterStep.java,36,java:S1192,"Define a constant instead of duplicating this literal ""recordCount"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,601,java:S1192,"Define a constant instead of duplicating this literal ""query_param_schema"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/governance/DefaultCompensationService.java,441,java:S1192,"Define a constant instead of duplicating this literal ""commandNo"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDaySettleScheduler.java,54,java:S1192,Use already-defined constant 'STATUS_SETTLING' instead of duplicating its value here.,OPEN,4min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/shared/approval/OrchestratorApprovalClient.java,96,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/runtime/ImportIngressScanner.java,604,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/client/BatchPlatformClientBuilderTest.java,61,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/spi/task/BatchTaskExecutorRegistryTest.java,61,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/workflow/infrastructure/DefaultConsoleWorkflowDefinitionApplicationServiceCreateUpdateValidationTest.java,87,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/infrastructure/quality/TrailerControlRecord.java,,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",CLOSED,10min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/DefaultConsoleAiApplicationService.java,,java:S2259,"A ""NullPointerException"" could be thrown; ""getResult()"" can return null.",CLOSED,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/file/FileGovernanceStorageMaintenance.java,145,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/utils/CorrelationIds.java,25,java:S2589,"Remove this expression which always evaluates to ""false""",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/infrastructure/ImportRecordGovernanceService.java,326,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'maskPlainText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedExportHandler.java,77,java:S1172,"Remove these unused method parameters ""input"", ""counts"".",OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/web/ConsoleResponseFieldReader.java,144,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/PipelineStepFlowSupport.java,74,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/StoreStep.java,202,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,BUG,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/DispatchManifestSupport.java,99,java:S6218,"Override equals, hashCode and toString to consider array's content in the method",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,61,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/plan/DefaultSchedulePlanBuilder.java,216,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/mapper/BatchDayInstanceMapper.java,37,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/WorkerCapabilityTagsAuditScheduler.java,130,java:S2589,"Remove this expression which always evaluates to ""false""",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/ChildJobLaunchSupportTest.java,141,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,VULNERABILITY,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/admin/AdminTestDataCleanupRepository.java,106,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/engine/DefaultScheduleForwarder.java,405,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/DefaultConsoleAiApplicationServiceTest.java,398,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/format/DelimitedExportFormat.java,124,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/infrastructure/quality/TrailerControlRecord.java,,java:S2259,"A ""NullPointerException"" could be thrown; ""raw"" is nullable here.",CLOSED,10min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/shared/approval/OrchestratorApprovalClientTest.java,147,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,151,java:S6916,"Replace this ""if"" statement with a pattern match guard.",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/FormatParser.java,15,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/storedproc/StoredProcTaskExecutor.java,344,java:S1172,"Remove this unused method parameter ""ctx"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,583,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,VULNERABILITY,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/storedproc/StoredProcTaskExecutor.java,,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,CLOSED,20min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/infrastructure/DefaultConsoleNotificationApplicationServiceTest.java,283,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/OrchestratorConfigCacheServiceIntegrationTest.java,83,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/DefaultWorkflowDagService.java,124,java:S6485,Replace this call to the constructor with the better suited static method HashMap.newHashMap(int numMappings),OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/persistence/mybatis/AuditFieldsInterceptor.java,150,java:S3011,This accessibility bypass should be removed.,OPEN,30min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/mapper/DisasterDayOverrideMapper.java,11,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/captcha/AliyunCaptchaVerifier.java,120,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/web/ConsoleResponseFieldReader.java,136,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/cache/ConsoleQueryCacheService.java,182,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,VULNERABILITY,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/GenericJdbcMappedExportDataPlugin.java,203,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/core/src/test/java/io/github/pinpols/batch/worker/core/infrastructure/DefaultTaskExecutionWrapperTest.java,355,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/ops/service/ConsoleAtomicTaskConfigServiceTest.java,78,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,VULNERABILITY,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/plugin/GenericJdbcMappedImportLoadPlugin.java,203,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,458,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleTenantGuard.java,121,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/DispatchChannelCircuitBreakerTest.java,126,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/integration/TriggerMisfirePendingMapperIntegrationTest.java,70,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowConditionEvaluator.java,244,java:S127,Refactor the code in order to not assign to this loop counter from within the loop body.,OPEN,10min
MAJOR,BUG,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/GenericJdbcMappedExportDataPlugin.java,140,java:S6218,"Override equals, hashCode and toString to consider array's content in the method",OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/logging/SwallowedExceptionLogger.java,29,java:S2629,Invoke method(s) only conditionally.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/ConsoleDryRunPlanController.java,57,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedExportHandler.java,72,java:S1172,"Remove these unused method parameters ""input"", ""lastRow"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/ShedLockConfigurationIntegrationTest.java,94,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,154,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/DispatchChannelGatewayTest.java,169,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/observability/realtime/ConsoleOpsSummaryRealtimeStreamTest.java,95,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/shell/ShellTaskExecutorTest.java,195,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/DefaultResourceScheduler.java,351,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/resilience/DownstreamFallbackTest.java,183,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,BUG,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/file/BundleArrivalLauncher.java,243,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/RemoteFilesystemDispatchSupport.java,647,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/TencentSmsProvider.java,311,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/plugin/ExportDataPluginRegistryTest.java,62,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowNodePayloadBuilder.java,351,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/storage/FilesystemObjectStoreTest.java,236,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/RemoteFilesystemDispatchSupport.java,417,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/config/BatchPgSessionAutoConfiguration.java,26,java:S1118,Add a private constructor to hide the implicit public one.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/DefaultWorkflowNodeDispatchServiceTest.java,326,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/SdkAbstractExportHandler.java,36,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/process/src/test/java/io/github/pinpols/batch/worker/processes/stage/DefaultProcessStageExecutorTest.java,339,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotentHandlerTest.java,305,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/ops/ConsoleClusterDiagnosticService.java,154,java:S6204,Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()' and ensure that the list is unmodified.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/OrchestratorConfigCacheServiceIntegrationTest.java,67,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/mapper/BatchDayReplayEntryMapper.java,14,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplayServiceTest.java,207,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/DispatchFileContentResolver.java,37,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotentHandlerTest.java,320,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/WaitingPartitionDispatchScheduler.java,344,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/engine/DefaultScheduleForwarder.java,404,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleConfigApplicationServiceTest.java,423,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/ExcelFormatParser.java,268,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/ops/web/ConsoleForensicControllerTest.java,65,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/AliyunSmsProvider.java,284,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/dispatcher/TaskDispatcher.java,194,java:S6485,Replace this call to the constructor with the better suited static method HashMap.newHashMap(int numMappings),OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/workflow/infrastructure/excel/WorkflowExcelKeys.java,30,java:S6878,Use the record pattern instead of this pattern match variable.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleConfigApplicationServiceTest.java,435,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/sensor/SensorPolicyRegistryTest.java,27,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/PreprocessStep.java,,java:S2259,"""NullPointerException"" will be thrown when invoking method ""isBinaryImportFormat()"".",CLOSED,10min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/CodeNormalizer.java,95,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,VULNERABILITY,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/GenericJdbcMappedExportDataPlugin.java,73,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
